,county,product,quantity
3027,Cheshire East,vernison sausages,1054304
3028,Forest of Dean,vanilla yoghurt,1054303
3029,Stoke-on-Trent,white shirt,1054295
3030,Newham,flapjack,1054286
3031,Epsom and Ewell,vernison sausages,1054237
3032,East Sussex,grey blazers,1054205
3033,Sefton,dyson vacuum cleaner,1054205
3034,Staffordshire,wristwatch,1054187
3035,Lambeth,apple macbook pro mid 2009,1054184
3036,Fylde,apple macbook air mid 2009,1054160
3037,Epsom and Ewell,easy peeler loose,1054155
3038,North Ayrshire,olive oil spread,1054143
3039,Swansea,gaming keyboard,1054129
3040,Epsom and Ewell,fine beans,1054115
3041,Cheshire East,Oats Milk,1054108
3042,Sefton,aubergine,1054098
3043,Flintshire,organic soured cream,1054082
3044,Lichfield,organic raspberry yoghurt,1054080
3045,South Northamptonshire,organic soured cream,1054073
3046,Swansea,fine beans,1054065
3047,Epsom and Ewell,flapjack,1054035
3048,Mole Valley,hp dv 2000 laptop,1054029
3049,East Devon,Oats Milk,1054011
3050,Epsom and Ewell,Organic mILK,1053997
3051,Lincoln,cod fillets,1053983
3052,East Sussex,vanilla yoghurt,1053975
3053,Dorset,dell inspiron laptop,1053974
3054,Haringey,Organic Kefir,1053966
3055,Richmondshire,corn,1053965
3056,Wyre,large king prawns,1053963
3057,Dorset,unsalted butter,1053954
3058,Lambeth,semi skimmed milk,1053948
3059,Chiltern,chocolate fudge cake,1053947
3060,Epsom and Ewell,red velvet cake,1053946
3061,Fylde,Sweet potatoes loose,1053936
3062,Chiltern,plastic sunshades,1053921
3063,Flintshire,skimmed milk,1053909
3064,Lincoln,rice,1053908
3065,North Ayrshire,dyson tower fan,1053894
3066,Richmondshire,brenton jumper,1053891
3067,Newham,denim jeams,1053887
3068,Swansea,oxford shoes,1053880
3069,East Devon,organic soured cream,1053878
3070,Sefton,beans,1053868
3071,North Ayrshire,salmon fillets,1053867
3072,East Sussex,denim jacket,1053858
3073,Lambeth,minecraft game - xbox,1053850
3074,Forest of Dean,silk tie,1053826
3075,Lincoln,cheese cake,1053824
3076,Richmondshire,linen shirt,1053818
3077,East Devon,Mixed pepper,1053817
3078,Lichfield,denim jacket,1053815
3079,Mole Valley,hotpoint washing machine,1053815
3080,Tyne and Wear,salmon fillets,1053761
3081,Cheshire East,brenton t-shirt,1053742
3082,Forest of Dean,raspberries,1053725
3083,Swansea,denim jacket,1053704
3084,Forest of Dean,hotpoint washing machine,1053686
3085,Tyne and Wear,croisant ,1053682
3086,Wyre,denim jeams,1053681
3087,Lincoln,pain au raisins,1053664
3088,Dorset,baby potatoes,1053645
3089,Wyre,samsung washing machine,1053628
3090,South Northamptonshire,Red pepper,1053617
3091,Newham,silk tie,1053607
3092,North Ayrshire,apple macbook air mid 2009,1053606
3093,Ceredigion,Plain Greek yoghurt,1053574
3094,Peeblesshire,Organic Kefir,1053555
3095,Newham,courgette loose,1053553
3096,Castle Point,cod fillets,1053552
3097,Lambeth,fresh whole chicken,1053504
3098,Stoke-on-Trent,pokemon gold,1053503
3099,Flintshire,apple macbook air mid 2009,1053486
3100,Larne,bosch washing machine,1053472
3101,Epsom and Ewell,raspberries,1053461
3102,Fylde,Mixed pepper,1053450
3103,Stoke-on-Trent,skimmed milk,1053443
3104,Haringey,halo combat evolved,1053439
3105,Richmondshire,sea bass fillets,1053414
3106,Fylde,garlic,1053414
3107,Fylde,sea bass fillets,1053410
3108,Richmondshire,Blueberry yoghurt,1053399
3109,Ceredigion,british parsnips loose,1053395
3110,Staffordshire,apple macbook pro mid 2009,1053386
3111,Epsom and Ewell,gaming mouse,1053382
3112,Cheshire East,apple macbook air mid 2009,1053375
3113,Epsom and Ewell,21 day mature sirlion steak,1053369
3114,East Sussex,cheese cake,1053342
3115,Stoke-on-Trent,baby potatoes,1053336
3116,Epsom and Ewell,pokemon gold,1053330
3117,Tyne and Wear,Red pepper,1053322
3118,Lambeth,wristwatch,1053320
3119,Swansea,cheese cake,1053303
3120,Sefton,linen trousers,1053302
3121,Haringey,sea bass fillets,1053298
3122,Newham,hp envy laptop,1053297
3123,Tyne and Wear,british parsnips loose,1053293
3124,Lincoln,21 day mature rump steak,1053292
3125,North Ayrshire,play station 3,1053279
3126,Forest of Dean,pokemon blue,1053269
3127,Dorset,raspberries,1053255
3128,Chiltern,white shirt,1053253
3129,Sefton,hotpoint washing machine,1053234
3130,Wyre,skimmed milk,1053233
3131,Lambeth,vernison sausages,1053223
3132,South Northamptonshire,dyson vacuum cleaner,1053211
3133,Epsom and Ewell,21 day mature rump steak,1053200
3134,Lambeth,Spring onions bunch,1053194
3135,Epsom and Ewell,british parsnips loose,1053191
3136,Tyne and Wear,Almond milk,1053173
3137,Chiltern,classic bowtie,1053172
3138,Tyne and Wear,21 day mature sirlion steak,1053166
3139,Epsom and Ewell,apple macbook air mid 2009,1053162
3140,Cheshire East,play station 3,1053150
3141,Chiltern,gaming mouse,1053136
3142,Staffordshire,skimmed milk,1053135
3143,Dorset,dyson vacuum cleaner,1053113
3144,Stoke-on-Trent,fresh whole chicken,1053104
3145,Sefton,millionaire square,1053099
3146,East Sussex,Plain Greek yoghurt,1053099
3147,Haringey,macaron - x3,1053078
3148,Richmondshire,bosch washing machine,1053071
3149,Chiltern,linen trousers,1053069
3150,Dorset,goat cheese,1053039
3151,Staffordshire,almond croisant,1053038
3152,Peeblesshire,brenton t-shirt,1053027
3153,North Ayrshire,goat cheese,1053025
3154,Stoke-on-Trent,play station 3,1053022
3155,Sefton,large king prawns,1053018
3156,Dorset,wellington boots,1052991
3157,East Devon,diced chicken breast,1052974
3158,Tyne and Wear,pokemon red,1052936
3159,Cheshire East,cotton tie,1052936
3160,Chiltern,courgette loose,1052920
3161,Swansea,pokemon yellow,1052918
3162,Richmondshire,cotton tie,1052909
3163,Cheshire East,linen shirt,1052890
3164,Wyre,pain au raisins,1052890
3165,Richmondshire,flapjack,1052877
3166,East Sussex,millionaire square,1052861
3167,Haringey,gameboy advance,1052858
3168,South Northamptonshire,pokemon blue,1052820
3169,Tyne and Wear,wristwatch,1052816
3170,Peeblesshire,samsung washing machine,1052800
3171,Staffordshire,oxford shirt,1052783
3172,Fylde,hp dv 2000 laptop,1052783
3173,Staffordshire,diced chicken breast,1052780
3174,Richmondshire,apple macbook pro mid 2009,1052771
3175,Wyre,pink blazers,1052769
3176,Stoke-on-Trent,Plain Greek yoghurt,1052738
3177,Lincoln,british fresh chicken thigh fillets,1052723
3178,North Ayrshire,classic bowtie,1052721
3179,Richmondshire,pokemon gold,1052691
3180,Castle Point,pokemon red,1052690
3181,Staffordshire,gameboy color,1052660
3182,East Sussex,21 day mature rump steak,1052646
3183,Chiltern,beef sausages,1052643
3184,North Ayrshire,pokemon yellow,1052631
3185,Epsom and Ewell,denim jeams,1052630
3186,Haringey,British carrots loose,1052624
3187,North Ayrshire,wellington boots,1052597
3188,Haringey,red velvet cake,1052597
3189,North Ayrshire,fresh whole turkey,1052595
3190,Lambeth,chocolate fudge cake,1052587
3191,East Sussex,pokemon gold,1052581
3192,Stoke-on-Trent,linen trousers,1052575
3193,Haringey,shortbread,1052570
3194,Epsom and Ewell,cod fillets,1052570
3195,Cheshire East,Slightly salted butter,1052507
3196,Lambeth,pain au chocolate,1052500
3197,South Northamptonshire,hp dv 3000 laptop,1052485
3198,East Sussex,hp envy laptop,1052477
3199,Sefton,chocolate fudge cake,1052473
3200,Dorset,british parsnips loose,1052471
3201,Newham,god of war 2,1052469
3202,Sefton,linen shirt,1052466
3203,Richmondshire,unsalted butter,1052464
3204,Stoke-on-Trent,unsalted butter,1052461
3205,Lambeth,gameboy color,1052461
3206,South Northamptonshire,shortbread,1052461
3207,Haringey,chicken sausages,1052456
3208,Tyne and Wear,aubergine,1052448
3209,Lambeth,samsung washing machine,1052401
3210,Newham,samsung washing machine,1052398
3211,Cheshire East,beans,1052397
3212,Swansea,cotton tie,1052389
3213,Stoke-on-Trent,gameboy color,1052383
3214,Richmondshire,dual shock controller,1052381
3215,Wyre,mature cheddar cheese,1052365
3216,Wyre,olive oil spread,1052353
3217,Chiltern,hp dv 3000 laptop,1052345
3218,Peeblesshire,courgette loose,1052344
3219,Fylde,dell inspiron laptop,1052339
3220,North Ayrshire,semi skimmed milk,1052325
3221,Castle Point,goat cheese,1052318
3222,Tyne and Wear,bosch washing machine,1052315
3223,Sefton,semi skimmed milk,1052310
3224,Chiltern,minecraft game - xbox,1052299
3225,Richmondshire,Spring onions bunch,1052277
3226,Stoke-on-Trent,vanilla yoghurt,1052268
3227,Stoke-on-Trent,chocolate fudge cake,1052259
3228,Castle Point,british fresh chicken brest fillets,1052251
3229,South Northamptonshire,scottish salmon,1052237
3230,Sefton,brenton t-shirt,1052223
3231,South Northamptonshire,hotpoint washing machine,1052214
3232,Newham,Brocolli loose,1052212
3233,South Northamptonshire,oxford shoes,1052204
3234,Epsom and Ewell,baby potatoes,1052193
3235,North Ayrshire,pokemon red,1052131
3236,Staffordshire,21 day mature rump steak,1052128
3237,Ceredigion,rice,1052123
3238,Epsom and Ewell,british fresh chicken brest fillets,1052102
3239,Swansea,21 day mature ribeye steak,1052098
3240,Ceredigion,bosch washing machine,1052086
3241,Haringey,easy peeler loose,1052078
3242,Stoke-on-Trent,chicken sausages,1052035
3243,Tyne and Wear,wellington boots,1052034
3244,Wyre,play station 3,1052033
3245,Wyre,denim jacket,1052013
3246,Dorset,red velvet cake,1052010
3247,Flintshire,oxford shoes,1052009
3248,Forest of Dean,gameboy color,1052000
3249,North Ayrshire,cheese cake,1051992
3250,Cheshire East,skimmed milk,1051975
3251,Ceredigion,apple macbook pro mid 2009,1051970
3252,Peeblesshire,sea bass fillets,1051966
3253,Haringey,denim jacket,1051941
3254,Richmondshire,god of war 2,1051935
3255,Lichfield,oxford shirt,1051931
3256,Fylde,courgette loose,1051916
3257,Fylde,gaming keyboard,1051912
3258,Tyne and Wear,chocolate fudge cake,1051912
3259,Fylde,skimmed milk,1051911
3260,Sefton,21 day mature sirlion steak,1051878
3261,South Northamptonshire,Sweet potatoes loose,1051866
3262,South Northamptonshire,rice,1051866
3263,Stoke-on-Trent,beef sausages,1051838
3264,Lambeth,beef mince,1051801
3265,Ceredigion,scottish salmon,1051794
3266,Epsom and Ewell,sea bass fillets,1051776
3267,Epsom and Ewell,lg washing machine,1051730
3268,Staffordshire,grey cardigan,1051722
3269,Flintshire,olive oil spread,1051702
3270,Castle Point,custard doughnut,1051690
3271,Lincoln,white shirt,1051682
3272,Lambeth,Lemon,1051675
3273,Swansea,play station 3,1051653
3274,Castle Point,Sweet potatoes loose,1051649
3275,Peeblesshire,pokemon red,1051640
3276,Lambeth,Oats Milk,1051629
3277,Forest of Dean,chicken sausages,1051610
3278,Ceredigion,21 day mature ribeye steak,1051605
3279,Forest of Dean,Blueberry yoghurt,1051600
3280,North Ayrshire,pink blazers,1051587
3281,Castle Point,flapjack,1051581
3282,Cheshire East,millionaire square,1051565
3283,Haringey,Spring onions bunch,1051560
3284,Sefton,hp envy laptop,1051559
3285,Lambeth,goat cheese,1051555
3286,Wyre,21 day mature sirlion steak,1051549
3287,Forest of Dean,Oats Milk,1051525
3288,Lambeth,oxford shoes,1051512
3289,Forest of Dean,free range large eggs x12,1051501
3290,Lincoln,dyson tower fan,1051458
3291,Wyre,blue stilton cheese,1051447
3292,Stoke-on-Trent,organic raspberry yoghurt,1051440
3293,Fylde,raspberries,1051398
3294,Flintshire,courgette loose,1051396
3295,East Sussex,cod fillets,1051390
3296,Cheshire East,wellington boots,1051387
3297,Lambeth,gaming mouse,1051369
3298,Wyre,gaming keyboard,1051367
3299,Fylde,Slightly salted butter,1051348
3300,Castle Point,dyson vacuum cleaner,1051341
3301,Sefton,organic soured cream,1051332
3302,Lambeth,21 day mature sirlion steak,1051328
3303,North Ayrshire,minecraft game - xbox,1051323
3304,South Northamptonshire,raspberries,1051323
3305,Haringey,silk tie,1051319
3306,Haringey,Fairtrade Bananas Loose,1051317
3307,Sefton,gaming mouse,1051314
3308,Newham,organic soured cream,1051297
3309,Wyre,cotton tie,1051278
3310,Newham,halo combat evolved,1051266
3311,Castle Point,Soy Milk,1051263
3312,Stoke-on-Trent,hp dv 2000 laptop,1051254
3313,East Devon,croisant ,1051245
3314,Castle Point,semi skimmed milk,1051243
3315,Forest of Dean,cheese cake,1051223
3316,Fylde,vanilla yoghurt,1051220
3317,North Ayrshire,british bramley cooking apples,1051216
3318,Stoke-on-Trent,Almond milk,1051213
3319,Fylde,beans,1051212
3320,Flintshire,plastic sunshades,1051173
3321,South Northamptonshire,apple macbook air mid 2009,1051167
3322,Tyne and Wear,mature cheddar cheese,1051152
3323,Lincoln,pokemon blue,1051148
3324,Stoke-on-Trent,flapjack,1051127
3325,Castle Point,wellington boots,1051084
3326,Tyne and Wear,pokemon gold,1050977
3327,Stoke-on-Trent,halo combat evolved,1050969
3328,Cheshire East,macaron - x3,1050963
3329,Sefton,hp dv 3000 laptop,1050960
3330,Sefton,play station 3,1050955
3331,East Sussex,gameboy color,1050953
3332,Swansea,Brocolli loose,1050951
3333,Swansea,hp envy laptop,1050950
3334,Fylde,pokemon yellow,1050939
3335,Fylde,hotpoint washing machine,1050937
3336,Castle Point,21 day mature sirlion steak,1050929
3337,Lambeth,millionaire square,1050919
3338,Epsom and Ewell,Organic Kefir,1050913
3339,Epsom and Ewell,Fairtrade Bananas Loose,1050879
3340,Mole Valley,silk scarf,1050850
3341,Sefton,silk scarf,1050843
3342,Sefton,white shirt,1050829
3343,Tyne and Wear,chocolate twist,1050828
3344,Epsom and Ewell,silk scarf,1050788
3345,Richmondshire,pain au raisins,1050768
3346,Sefton,minecraft game - xbox,1050763
3347,South Northamptonshire,wellington boots,1050750
3348,Lambeth,Onions Loose,1050737
3349,Staffordshire,cod fillets,1050735
3350,Forest of Dean,pokemon red,1050717
3351,Newham,British baking potatoes loose,1050706
3352,Tyne and Wear,garlic,1050688
3353,Cheshire East,Spring onions bunch,1050680
3354,Staffordshire,rice,1050668
3355,Sefton,wristwatch,1050665
3356,Cheshire East,hp dv 2000 laptop,1050665
3357,East Sussex,courgette loose,1050647
3358,North Ayrshire,mature cheddar cheese,1050634
3359,Dorset,pokemon yellow,1050630
3360,Epsom and Ewell,vanilla yoghurt,1050617
3361,Chiltern,hp dv 2000 laptop,1050612
3362,Forest of Dean,goat cheese,1050594
3363,Staffordshire,silk scarf,1050572
3364,Mole Valley,bosch washing machine,1050564
3365,Epsom and Ewell,pain au raisins,1050552
3366,Newham,grey blazers,1050548
3367,Castle Point,Plain Greek yoghurt,1050540
3368,Cheshire East,Blueberry yoghurt,1050528
3369,South Northamptonshire,hp envy laptop,1050522
3370,Stoke-on-Trent,almond croisant,1050519
3371,Sefton,halo combat evolved,1050498
3372,Haringey,linen shirt,1050497
3373,Lambeth,bosch washing machine,1050484
3374,South Northamptonshire,bosch washing machine,1050469
3375,Stoke-on-Trent,apple macbook pro mid 2009,1050429
3376,Stoke-on-Trent,samsung washing machine,1050422
3377,Flintshire,Almond milk,1050422
3378,Newham,Slightly salted butter,1050422
3379,Flintshire,samsung washing machine,1050416
3380,Ceredigion,courgette loose,1050412
3381,Ceredigion,large king prawns,1050408
3382,North Ayrshire,diced chicken breast,1050399
3383,Swansea,Blueberry yoghurt,1050394
3384,North Ayrshire,lg washing machine,1050383
3385,Staffordshire,mature cheddar cheese,1050360
3386,Sefton,dyson washing machine,1050356
3387,Lincoln,brenton jumper,1050334
3388,Mole Valley,fresh whole turkey,1050313
3389,Staffordshire,diced vernison,1050295
3390,Stoke-on-Trent,Slightly salted butter,1050277
3391,Lambeth,grey cardigan,1050273
3392,South Northamptonshire,play station 3,1050268
3393,Castle Point,corn,1050265
3394,Epsom and Ewell,jam doughnut,1050257
3395,Staffordshire,denim jacket,1050253
3396,Newham,wristwatch,1050242
3397,Tyne and Wear,pain au chocolate,1050230
3398,Swansea,Plain Greek yoghurt,1050213
3399,North Ayrshire,large king prawns,1050192
3400,Stoke-on-Trent,raspberries,1050170
3401,Lincoln,corn,1050162
3402,Staffordshire,Brocolli loose,1050157
3403,Mole Valley,Oats Milk,1050147
3404,Swansea,linen shirt,1050124
3405,Swansea,corned beef,1050124
3406,Lincoln,british fresh chicken brest fillets,1050112
3407,Cheshire East,Onions Loose,1050107
3408,Haringey,olive oil spread,1050102
3409,Swansea,garlic,1050099
3410,Swansea,fresh whole chicken,1050083
3411,Swansea,Red pepper,1050082
3412,East Sussex,pokemon blue,1050073
3413,Swansea,scottish salmon,1050063
3414,Lichfield,red velvet cake,1050055
3415,Lichfield,corn,1050049
3416,Fylde,blue stilton cheese,1050043
3417,Mole Valley,pokemon yellow,1050041
3418,South Northamptonshire,wristwatch,1050036
3419,Swansea,shortbread,1050036
3420,Fylde,goat cheese,1050007
3421,Swansea,gameboy color,1050000
3422,Flintshire,mild cheddar cheese,1049996
3423,Dorset,blue stilton cheese,1049979
3424,Sefton,flapjack,1049957
3425,Chiltern,fresh turkey steak,1049904
3426,Tyne and Wear,grey blazers,1049880
3427,Dorset,silk tie,1049873
3428,Newham,gameboy color,1049863
3429,Dorset,hp dv 2000 laptop,1049862
3430,Ceredigion,chocolate fudge cake,1049862
3431,Newham,sea bass fillets,1049860
3432,East Sussex,almond croisant,1049849
3433,Richmondshire,plastic sunshades,1049839
3434,Lichfield,diced vernison,1049836
3435,Chiltern,21 day mature rump steak,1049812
3436,East Sussex,Slightly salted butter,1049787
3437,Lincoln,silk scarf,1049743
3438,Castle Point,gameboy color,1049733
3439,Chiltern,cotton tie,1049709
3440,Lincoln,courgette loose,1049689
3441,South Northamptonshire,organic raspberry yoghurt,1049684
3442,Forest of Dean,oxford shoes,1049677
3443,Stoke-on-Trent,beef mince,1049657
3444,Sefton,Soy Milk,1049656
3445,Newham,large king prawns,1049630
3446,Wyre,silk tie,1049621
3447,Newham,Fairtrade Bananas Loose,1049613
3448,Mole Valley,Organic mILK,1049612
3449,Newham,semi skimmed milk,1049598
3450,Swansea,skimmed milk,1049570
3451,Cheshire East,pain au chocolate,1049556
3452,Wyre,british bramley cooking apples,1049517
3453,Wyre,millionaire square,1049503
3454,Newham,red velvet cake,1049501
3455,Haringey,croisant ,1049493
3456,Swansea,hp dv 2000 laptop,1049476
3457,Peeblesshire,chocolate twist,1049469
3458,Ceredigion,semi skimmed milk,1049460
3459,Chiltern,Lemon,1049447
3460,Tyne and Wear,Blueberry yoghurt,1049445
3461,East Devon,british fresh chicken thigh fillets,1049433
3462,Lichfield,large king prawns,1049413
3463,Epsom and Ewell,almond croisant,1049412
3464,Haringey,almond croisant,1049410
3465,Sefton,custard doughnut,1049396
3466,East Sussex,hp dv 3000 laptop,1049391
3467,Chiltern,dyson tower fan,1049386
3468,Staffordshire,british fresh chicken thigh fillets,1049364
3469,Richmondshire,shortbread,1049351
3470,Lichfield,beans,1049345
3471,Dorset,vanilla yoghurt,1049335
3472,Cheshire East,classic bowtie,1049311
3473,Forest of Dean,samsung washing machine,1049290
3474,Chiltern,olive oil spread,1049284
3475,Cheshire East,garlic,1049282
3476,Staffordshire,play station 3,1049263
3477,Stoke-on-Trent,Blueberry yoghurt,1049253
3478,Lincoln,minecraft game - xbox,1049241
3479,Tyne and Wear,pink blazers,1049238
3480,Fylde,millionaire square,1049221
3481,Swansea,plastic sunshades,1049212
3482,Haringey,aubergine,1049181
3483,Castle Point,chocolate fudge cake,1049178
3484,Staffordshire,british fresh turkey mince,1049160
3485,Forest of Dean,British baking potatoes loose,1049152
3486,South Northamptonshire,fine beans,1049151
3487,Dorset,chocolate twist,1049149
3488,Stoke-on-Trent,dell inspiron laptop,1049139
3489,Castle Point,fine beans,1049133
3490,Haringey,brenton t-shirt,1049122
3491,Larne,apple macbook air mid 2009,1049105
3492,Cheshire East,grey blazers,1049105
3493,Chiltern,British baking potatoes loose,1049100
3494,Wyre,brenton t-shirt,1049087
3495,Peeblesshire,god of war 2,1049082
3496,Lambeth,brenton t-shirt,1049059
3497,Ceredigion,fresh whole turkey,1049043
3498,Swansea,mature cheddar cheese,1049036
3499,Dorset,croisant ,1049036
3500,Tyne and Wear,oxford shoes,1049026
3501,Peeblesshire,cotton tie,1049017
3502,Swansea,beef sausages,1049016
3503,Forest of Dean,scottish salmon,1048930
3504,East Devon,grey cardigan,1048908
3505,East Sussex,dual shock controller,1048897
3506,Haringey,apple macbook pro mid 2009,1048877
3507,Lichfield,Oats Milk,1048867
3508,Swansea,unsalted butter,1048855
3509,Mole Valley,vernison sausages,1048835
3510,Lambeth,hp envy laptop,1048816
3511,Lichfield,lg washing machine,1048805
3512,Lincoln,linen shirt,1048789
3513,Cheshire East,British baking potatoes loose,1048789
3514,Fylde,british parsnips loose,1048771
3515,Epsom and Ewell,pink blazers,1048765
3516,Newham,shortbread,1048759
3517,Staffordshire,wellington boots,1048748
3518,Cheshire East,large king prawns,1048742
3519,Lichfield,croisant ,1048730
3520,Forest of Dean,wellington boots,1048697
3521,Fylde,pain au raisins,1048674
3522,Cheshire East,pain au raisins,1048659
3523,East Sussex,vernison sausages,1048639
3524,Cheshire East,plastic sunshades,1048612
3525,Sefton,pain au raisins,1048608
3526,Haringey,british parsnips loose,1048593
3527,Castle Point,minecraft game - xbox,1048581
3528,East Sussex,british fresh chicken brest fillets,1048561
3529,Lambeth,salmon fillets,1048556
3530,East Devon,Lemon,1048542
3531,Staffordshire,sea bass fillets,1048503
3532,South Northamptonshire,vernison sausages,1048499
3533,East Sussex,silk scarf,1048463
3534,North Ayrshire,21 day mature sirlion steak,1048459
3535,Staffordshire,fresh turkey steak,1048443
3536,Forest of Dean,beef mince,1048441
3537,Ceredigion,flapjack,1048440
3538,East Devon,corn,1048439
3539,Forest of Dean,almond croisant,1048437
3540,Dorset,diced chicken breast,1048433
3541,Chiltern,Spring onions bunch,1048428
3542,Newham,skimmed milk,1048423
3543,East Devon,British carrots loose,1048415
3544,Fylde,silk tie,1048394
3545,Wyre,lg washing machine,1048385
3546,Sefton,Slightly salted butter,1048372
3547,East Sussex,dyson vacuum cleaner,1048365
3548,Ceredigion,british fresh chicken brest fillets,1048344
3549,Forest of Dean,Sweet potatoes loose,1048320
3550,Newham,vanilla yoghurt,1048246
3551,Richmondshire,celery,1048220
3552,North Ayrshire,halo combat evolved,1048198
3553,Castle Point,oxford shirt,1048165
3554,Chiltern,wellington boots,1048155
3555,Lambeth,play station 3,1048125
3556,Staffordshire,free range large eggs x12,1048116
3557,Chiltern,almond croisant,1048116
3558,Stoke-on-Trent,fresh turkey steak,1048080
3559,Tyne and Wear,Oats Milk,1048074
3560,Swansea,minecraft game - xbox,1048050
3561,Stoke-on-Trent,minecraft game - xbox,1048030
3562,Dorset,Organic Kefir,1048025
3563,Peeblesshire,british fresh chicken brest fillets,1048018
3564,Fylde,Brocolli loose,1048016
3565,Cheshire East,grey cardigan,1048002
3566,Fylde,Plain Greek yoghurt,1047997
3567,Swansea,Slightly salted butter,1047994
3568,Haringey,samsung washing machine,1047987
3569,East Sussex,hp dv 2000 laptop,1047935
3570,Lambeth,grey blazers,1047934
3571,Fylde,brenton t-shirt,1047927
3572,East Sussex,minecraft game - xbox,1047924
3573,Castle Point,dual shock controller,1047892
3574,Ceredigion,Lemon,1047874
3575,Swansea,vanilla yoghurt,1047871
3576,Cheshire East,semi skimmed milk,1047865
3577,Mole Valley,pain au chocolate,1047864
3578,Tyne and Wear,cod fillets,1047844
3579,Ceredigion,chocolate twist,1047839
3580,Richmondshire,hp dv 2000 laptop,1047827
3581,North Ayrshire,scottish salmon,1047813
3582,Cheshire East,flapjack,1047811
3583,Staffordshire,pokemon yellow,1047797
3584,East Devon,grey blazers,1047797
3585,Castle Point,Blueberry yoghurt,1047790
3586,Chiltern,dyson vacuum cleaner,1047757
3587,Tyne and Wear,silk scarf,1047750
3588,Fylde,mild cheddar cheese,1047745
3589,East Sussex,silk tie,1047737
3590,Peeblesshire,21 day mature sirlion steak,1047735
3591,East Sussex,hotpoint washing machine,1047719
3592,Tyne and Wear,baby potatoes,1047679
3593,Swansea,linen trousers,1047674
3594,Epsom and Ewell,british fresh chicken thigh fillets,1047673
3595,Sefton,fresh whole turkey,1047648
3596,Ceredigion,salmon fillets,1047638
3597,Dorset,british fresh chicken brest fillets,1047636
3598,Tyne and Wear,Organic mILK,1047613
3599,North Ayrshire,gameboy color,1047612
3600,Sefton,british fresh chicken thigh fillets,1047608
3601,Dorset,Soy Milk,1047595
3602,Peeblesshire,vanilla yoghurt,1047577
3603,Flintshire,organic raspberry yoghurt,1047574
3604,East Sussex,plastic sunshades,1047567
3605,Stoke-on-Trent,pain au chocolate,1047550
3606,Forest of Dean,macaron - x3,1047539
3607,Castle Point,easy peeler loose,1047527
3608,Mole Valley,large king prawns,1047504
3609,Castle Point,gaming mouse,1047502
3610,Stoke-on-Trent,fresh whole turkey,1047494
3611,Chiltern,organic raspberry yoghurt,1047472
3612,Stoke-on-Trent,custard doughnut,1047454
3613,North Ayrshire,Red pepper,1047436
3614,Peeblesshire,skimmed milk,1047394
3615,Fylde,apple macbook pro mid 2009,1047394
3616,Cheshire East,x-box 360,1047388
3617,Fylde,pokemon blue,1047360
3618,Newham,cotton tie,1047337
3619,North Ayrshire,rice,1047333
3620,Wyre,corned beef,1047323
3621,Wyre,gaming mouse,1047316
3622,Haringey,dell inspiron laptop,1047226
3623,Haringey,pokemon red,1047214
3624,Newham,custard doughnut,1047207
3625,Lincoln,diced vernison,1047202
3626,Forest of Dean,British carrots loose,1047198
3627,Haringey,gaming keyboard,1047158
3628,East Sussex,white shirt,1047127
3629,Mole Valley,croisant ,1047122
3630,Chiltern,millionaire square,1047116
3631,Epsom and Ewell,pokemon blue,1047110
3632,Lincoln,pain au chocolate,1047088
3633,Richmondshire,skimmed milk,1047083
3634,Dorset,Spring onions bunch,1047076
3635,Wyre,aubergine,1047075
3636,Lambeth,linen shirt,1047073
3637,Sefton,British carrots loose,1047073
3638,Stoke-on-Trent,millionaire square,1047040
3639,Haringey,hp envy laptop,1047034
3640,Sefton,scottish salmon,1047023
3641,Sefton,corn,1046987
3642,Newham,Plain Greek yoghurt,1046950
3643,Lambeth,free range large eggs x12,1046942
3644,Fylde,fresh turkey steak,1046932
3645,Newham,denim jacket,1046915
3646,Wyre,Blueberry yoghurt,1046901
3647,Swansea,grey cardigan,1046895
3648,East Sussex,salmon fillets,1046880
3649,Dorset,gaming keyboard,1046875
3650,Newham,oxford shoes,1046855
3651,Swansea,almond croisant,1046850
3652,Castle Point,bosch washing machine,1046822
3653,Epsom and Ewell,diced chicken breast,1046820
3654,North Ayrshire,brenton t-shirt,1046805
3655,Wyre,Oats Milk,1046782
3656,Newham,play station 3,1046758
3657,Flintshire,grey blazers,1046741
3658,East Sussex,British baking potatoes loose,1046727
3659,Forest of Dean,fine beans,1046717
3660,Swansea,Organic mILK,1046702
3661,North Ayrshire,wristwatch,1046696
3662,Staffordshire,Lemon,1046684
3663,Tyne and Wear,grey cardigan,1046681
3664,North Ayrshire,skimmed milk,1046677
3665,Richmondshire,Soy Milk,1046672
3666,Staffordshire,brenton t-shirt,1046667
3667,Forest of Dean,unsalted butter,1046656
3668,Chiltern,vernison sausages,1046622
3669,Mole Valley,pink blazers,1046600
3670,East Sussex,fresh whole chicken,1046583
3671,Sefton,salmon fillets,1046564
3672,Newham,dell inspiron laptop,1046539
3673,Mole Valley,play station 3,1046532
3674,Lambeth,macaron - x3,1046519
3675,Ceredigion,jam doughnut,1046518
3676,Mole Valley,salmon fillets,1046516
3677,Wyre,chocolate fudge cake,1046513
3678,East Sussex,Spring onions bunch,1046505
3679,Lambeth,British carrots loose,1046501
3680,Chiltern,gameboy color,1046496
3681,Swansea,red velvet cake,1046472
3682,Staffordshire,halo combat evolved,1046471
